id,best_version,times_written,variation_count,rating,sounds_like,maturity_rating,length_tag,subject_tags,style_tags,set_usage,all_variations
J1908,Ai art is racist because it doesn't represent people of color well. That's only because the millions of images they trained it with weren't curated for accurate cultural representation. Not some racist troll programmers thinking how funny it would be if you typed poor and they came out with melanin.,1,1,57,Sarah Silverman,PG-ish,medium,work/money | technology,personal,,Ai art is racist because it doesn't represent people of color well. That's only because the millions of images they trained it with weren't curated for accurate cultural representation. Not some racist troll programmers thinking how funny it would be if you typed poor and they came out with melanin.
J1909,Autistic mask dance Changing comedic personas throughout the act based on Japanese mask dance. I try to be present...when I'm driving. I thought a cop was following me but it was just an Audi with antlers Showing me memes that aren't funny to strangers. Real niche content. Filming their reactions.,1,1,57,Steven Wright,PG-ish,medium,misc/observational,personal,,Autistic mask dance Changing comedic personas throughout the act based on Japanese mask dance. I try to be present...when I'm driving. I thought a cop was following me but it was just an Audi with antlers Showing me memes that aren't funny to strangers. Real niche content. Filming their reactions.
J1910,It's a great time to be racist white guy in America Muslims killing Jews Jews killing Muslims Black people killing black people You firmly believe your president is the second coming of Jesus Christ You're winning! Only people who say you're an asshole are the libcucks on MSNBC and facebook.,1,1,57,Anthony Jeselnik,R / club material,medium,true crime/dark | religion/spiritual | technology,dark | personal,,It's a great time to be racist white guy in America Muslims killing Jews Jews killing Muslims Black people killing black people You firmly believe your president is the second coming of Jesus Christ You're winning! Only people who say you're an asshole are the libcucks on MSNBC and facebook.
J1911,Comics-Strippers Comics and strippers give you what your partners can't. Guys that go to Matt rife shows are like women who go to strip club on a date. Guys in the crowd on a date right now are as bad at making jokes as their girlfriends are at pole dancing.,1,1,53,Nikki Glaser,PG-ish,medium,dating/sex,relationship,,Comics-Strippers Comics and strippers give you what your partners can't. Guys that go to Matt rife shows are like women who go to strip club on a date. Guys in the crowd on a date right now are as bad at making jokes as their girlfriends are at pole dancing.
J1912,I don't wanna live in a world where you can't tell if the robots are people or the people are robots. Sounds like my grandpa talking about trans people. Act out: I don't wanna live in a world where the girls look like boys and the boys look like girls.,1,1,53,Mitch Hedberg,PG-ish,medium,family | technology,personal,,I don't wanna live in a world where you can't tell if the robots are people or the people are robots. Sounds like my grandpa talking about trans people. Act out: I don't wanna live in a world where the girls look like boys and the boys look like girls.
J1913,"So n so on survivor Caption says salon owner, nubadubi tribe. I thought that was cool that their tribe was doing so good they got their own salon. And a woman CEO so they're woke, too! Hell I wanna join the nubadubi tribe. Where do the nubadubians live? Kentucky? Nope.",1,1,53,Steven Wright,PG-13,medium,religion/spiritual,personal,,"So n so on survivor Caption says salon owner, nubadubi tribe. I thought that was cool that their tribe was doing so good they got their own salon. And a woman CEO so they're woke, too! Hell I wanna join the nubadubi tribe. Where do the nubadubians live? Kentucky? Nope."
J1914,"We are gonna have vampires Everything we imagine comes to life eventually. We are going to have vampires. Billionaires are vampires They own castles, They have multiple wives, They feast on the blood of peasants... If you think about it. We're the peasants. If money was blood I'd be anemic.",1,1,53,Mitch Hedberg,PG-ish,medium,work/money | technology,observational,,"We are gonna have vampires Everything we imagine comes to life eventually. We are going to have vampires. Billionaires are vampires They own castles, They have multiple wives, They feast on the blood of peasants... If you think about it. We're the peasants. If money was blood I'd be anemic."
J1915,April Fool's Sky Blue Tiger King sold magic mushrooms Joe psychedelic Boy named superman John Wayne probably gayce Supergirl Blow through a straw Screamachu Pokemon please stay Stolen hoodie Grown up emo kid Lady proctologist Guages Spermologist Aldi's Lex a pro Bipolar second stage Pinky Creepy Aladdin Slave one Astrojizzicist.,1,1,53,Norm Macdonald,PG-ish,medium,dating/sex | family | pop culture,observational,,April Fool's Sky Blue Tiger King sold magic mushrooms Joe psychedelic Boy named superman John Wayne probably gayce Supergirl Blow through a straw Screamachu Pokemon please stay Stolen hoodie Grown up emo kid Lady proctologist Guages Spermologist Aldi's Lex a pro Bipolar second stage Pinky Creepy Aladdin Slave one Astrojizzicist.
J1916,Greenlight 5/21/23 #grabattention #goslow #annunciate Ai hoodie made it for my girlfriend but she said it was stupid. Ai van gogh First monkeys to use tools Stolen hoodies Ex wife pokemon stay Screamachu Barista blow Eye clit.,1,1,72,Nikki Glaser,PG-ish,medium,dating/sex | family | pop culture | technology,relationship | personal,,Greenlight 5/21/23 #grabattention #goslow #annunciate Ai hoodie made it for my girlfriend but she said it was stupid. Ai van gogh First monkeys to use tools Stolen hoodies Ex wife pokemon stay Screamachu Barista blow Eye clit.
J1917,Bodycount She asked me about my body count I said 3. She said you've only had sex with three people? I said no! I've only killed three people. Don't judge me Two of them were self defense. The third one was just for fun. I almost died twice I deserved one.,1,1,60,Nikki Glaser,R / club material,medium,dating/sex | true crime/dark | body/medical | technology,dark | relationship | personal,,Bodycount She asked me about my body count I said 3. She said you've only had sex with three people? I said no! I've only killed three people. Don't judge me Two of them were self defense. The third one was just for fun. I almost died twice I deserved one.
J1918,"Step-Mom porn The reason the front page of pornhub is all step mom porn is because most of pornhub's audience is kids from broken homes who have this sick fantasy that their divorced dad will find love again. It's never gonna happen, just watch lesbian latinas like the rest of us.",1,1,60,Norm Macdonald,R / club material,medium,dating/sex | family | technology,observational,,"Step-Mom porn The reason the front page of pornhub is all step mom porn is because most of pornhub's audience is kids from broken homes who have this sick fantasy that their divorced dad will find love again. It's never gonna happen, just watch lesbian latinas like the rest of us."
J1919,Your audience is your master Conversation starter Pull up your fyp pick one of the first three tik toks and tell me why you're seeing it. I'm actually from the future but every time I do DMT I get sent back in time 5 years like Joe Rogan in quantum leap.,1,1,57,Steven Wright,PG-ish,medium,misc/observational,personal,,Your audience is your master Conversation starter Pull up your fyp pick one of the first three tik toks and tell me why you're seeing it. I'm actually from the future but every time I do DMT I get sent back in time 5 years like Joe Rogan in quantum leap.
J1920,I'm not dating until I pay off my credit card debt For a guy having a girlfriend is like paying a monthly subscription where the price is always changing and half the time it's mad at you. Women don't pay for that subscription. They still logging in under their ex's account.,1,1,53,Nikki Glaser,PG-ish,medium,dating/sex,relationship | personal,,I'm not dating until I pay off my credit card debt For a guy having a girlfriend is like paying a monthly subscription where the price is always changing and half the time it's mad at you. Women don't pay for that subscription. They still logging in under their ex's account.
J1921,"Trip prep to-do list Go home after work: Load washer Pack clothes and rooster thong Extra underwear and socks Pack medicine, deodorant, dramamine Pack towel, neck pillow, blanket Charge air pods, battery pack, x2 360, timer wristband Santa's pub Clothes in dryer 😴 Fold, pack clothes from dryer Uber at 6:30am.",1,1,53,Steven Wright,PG-ish,medium,dating/sex | pop culture | work/money | technology,personal,,"Trip prep to-do list Go home after work: Load washer Pack clothes and rooster thong Extra underwear and socks Pack medicine, deodorant, dramamine Pack towel, neck pillow, blanket Charge air pods, battery pack, x2 360, timer wristband Santa's pub Clothes in dryer 😴 Fold, pack clothes from dryer Uber at 6:30am."
J1922,Cafe coco 9/30/22.,1,1,53,Mitch Hedberg,PG-ish,short,misc/observational,observational,,Cafe coco 9/30/22.
J1923,Lakeside 9/20/2022.,1,1,53,Mitch Hedberg,PG-ish,short,misc/observational,observational,,Lakeside 9/20/2022.
J1924,Turd that was half floater and half sinker it just sat in the bottom of the toilet staring up at me like a dog you drop off at the kennel. don't leave me daddy;( where are you going? Flushhhhh Poop based dating app. Wiper. Instead of swiping you wipe up or down.,1,1,60,Nikki Glaser,PG-ish,medium,dating/sex | family | technology,relationship | personal,,Turd that was half floater and half sinker it just sat in the bottom of the toilet staring up at me like a dog you drop off at the kennel. don't leave me daddy;( where are you going? Flushhhhh Poop based dating app. Wiper. Instead of swiping you wipe up or down.
J1925,"Turn signals. Income inequality Corporations poisoning our food A military industrial complex that has crippled our national infrastructure funneling trillions of our tax dollars into their wealthy friends' pockets, Or what. But has everyone just given up on using their turn signals? I've never had so much road rage in my life.",1,1,60,Mitch Hedberg,PG-ish,medium,dating/sex,personal,,"Turn signals. Income inequality Corporations poisoning our food A military industrial complex that has crippled our national infrastructure funneling trillions of our tax dollars into their wealthy friends' pockets, Or what. But has everyone just given up on using their turn signals? I've never had so much road rage in my life."
J1926,Shits weird there's good stuff and bad stuff the bad stuff goes away and the good stuff stays but there's a lot more bad stuff than good stuff. Like we used to not have rocket ships. Now we have space shuttles! But We had to fake a moon landing to get em.,1,1,57,Steven Wright,PG-13,medium,misc/observational,absurd,,Shits weird there's good stuff and bad stuff the bad stuff goes away and the good stuff stays but there's a lot more bad stuff than good stuff. Like we used to not have rocket ships. Now we have space shuttles! But We had to fake a moon landing to get em.
J1927,"Genocide is funny We all act so high and mighty, like we're above it. ""They're exterminating an entire race!"" You can't think of one group of people you would wipe out if given the opportunity? I'd get rid of door dash drivers who take a picture of your food then steal it.",1,1,53,Mitch Hedberg,PG-ish,medium,dating/sex,observational,,"Genocide is funny We all act so high and mighty, like we're above it. ""They're exterminating an entire race!"" You can't think of one group of people you would wipe out if given the opportunity? I'd get rid of door dash drivers who take a picture of your food then steal it."
J1928,"Nephew called an ambulance a cop car No buddy, cops cars arrest criminals. Ambulances arrest sick people. He said do they take them to the hospi-jail? I said no, silly, they shackle them with lifetime of insurmountable medical debt. I hope I never get sick Uncle Kwis. Me too, buddy... Me too...",1,1,53,Steven Wright,PG-ish,medium,technology,personal,,"Nephew called an ambulance a cop car No buddy, cops cars arrest criminals. Ambulances arrest sick people. He said do they take them to the hospi-jail? I said no, silly, they shackle them with lifetime of insurmountable medical debt. I hope I never get sick Uncle Kwis. Me too, buddy... Me too..."
J1929,Notes Mic Write notes for the comics on cards Write name of comic and note for them on pieces of paper and put them in a bucket by the door. Any notes left after that comic leaves I'll send them a picture if I have their IG. Using leftists as redneck repellant.,1,1,53,Patton Oswalt,PG-ish,medium,misc/observational,personal,,Notes Mic Write notes for the comics on cards Write name of comic and note for them on pieces of paper and put them in a bucket by the door. Any notes left after that comic leaves I'll send them a picture if I have their IG. Using leftists as redneck repellant.
J1930,"Tripsitter Dominatrix Paid to mess with people while they're tripping. You drop acid, I wait 45 mins then look you in the eyes and say, ""You're parents are dead. Your parents are here. Your parents are here and they're dead."" Then leave. That's $200. Don't even have to step on his balls.",1,1,53,Anthony Jeselnik,R / club material,medium,family | true crime/dark | work/money | technology,dark | personal,,"Tripsitter Dominatrix Paid to mess with people while they're tripping. You drop acid, I wait 45 mins then look you in the eyes and say, ""You're parents are dead. Your parents are here. Your parents are here and they're dead."" Then leave. That's $200. Don't even have to step on his balls."
J1931,I felt a strange kinship with the woman performing the ping pong show. Because I ALSO don't want people recording my set. So please put away your cellphones unless you are adding me on Instagram @krisraves that's Kris with a K and Raves like where bipolar people do extacy.,1,1,57,Mitch Hedberg,PG-ish,medium,dating/sex | technology,personal,,I felt a strange kinship with the woman performing the ping pong show. Because I ALSO don't want people recording my set. So please put away your cellphones unless you are adding me on Instagram @krisraves that's Kris with a K and Raves like where bipolar people do extacy.
J1932,Third Coast Roast the Host Peter Pan Wendy's Peter Pan grew up and started collecting unemployment checks. Creepy Aladdin Slave one Thca Delta 8 NBA2K tag Period sex bounce castle law tag Enlarged G-spot don't take medicine take pictures Plan B for butt Pray the Chick fil a away.,1,1,57,Nikki Glaser,R / club material,medium,dating/sex | drugs/sobriety | religion/spiritual,relationship,,Third Coast Roast the Host Peter Pan Wendy's Peter Pan grew up and started collecting unemployment checks. Creepy Aladdin Slave one Thca Delta 8 NBA2K tag Period sex bounce castle law tag Enlarged G-spot don't take medicine take pictures Plan B for butt Pray the Chick fil a away.
J1933,"Biggest argument with communism is ""If I work my butt off and someone else doesn't work at all we both get paid the same."" Oh, you mean like every other job you've ever had? Everyone here works harder than some lazy punk at their job. If you don't. It's you! You're the punk!",1,1,60,Bill Burr,PG-ish,medium,work/money | technology,personal,,"Biggest argument with communism is ""If I work my butt off and someone else doesn't work at all we both get paid the same."" Oh, you mean like every other job you've ever had? Everyone here works harder than some lazy punk at their job. If you don't. It's you! You're the punk!"
J1934,"Homeless guy said excuse me sir? Could you help me get some food for me and my girl? Hell no! I can't even get a date if I promise to pay the check, but this scrub thinks I'm gonna help his girlfriend eat? She's probably hotter homeless than any of my homeful exes.",1,1,60,Nikki Glaser,PG-13,medium,dating/sex | religion/spiritual | technology,relationship | personal,,"Homeless guy said excuse me sir? Could you help me get some food for me and my girl? Hell no! I can't even get a date if I promise to pay the check, but this scrub thinks I'm gonna help his girlfriend eat? She's probably hotter homeless than any of my homeful exes."
J1935,Pharmaceutical drug remixes Viagra meets prozac Viagrazac! Are you sad? Probably cuz you can't get hard! Ask your Dr. About Viagrazac Why wouldn't you just take Viagra and Prozac? Why wouldn't you just listen to Luther vandross and Lady Gaga at the same time? Cuz that would be stupid! You gotta Reeeeemix it.,1,1,60,Steven Wright,R / club material,medium,drugs/sobriety,personal,,Pharmaceutical drug remixes Viagra meets prozac Viagrazac! Are you sad? Probably cuz you can't get hard! Ask your Dr. About Viagrazac Why wouldn't you just take Viagra and Prozac? Why wouldn't you just listen to Luther vandross and Lady Gaga at the same time? Cuz that would be stupid! You gotta Reeeeemix it.
J1936,Women are like spiders Women are the same as spiders They're a lot more scared of me than I am of them. Women are the same as spiders I don't kill them because they eat the bad bugs. Women are the same as spiders There's a bunch of dead ones in my attic.,1,1,57,Anthony Jeselnik,R / club material,medium,true crime/dark,dark | personal,,Women are like spiders Women are the same as spiders They're a lot more scared of me than I am of them. Women are the same as spiders I don't kill them because they eat the bad bugs. Women are the same as spiders There's a bunch of dead ones in my attic.
J1937,"A future where ai knows everything and provides everyone with every basic human need. People are ""paid"" for kind acts, and can exchange those kind acts for for rewards. The dark side of this is that when you hurt people you lose points. Each episode is a different way you could hurt someone.",1,1,53,Anthony Jeselnik,PG-ish,medium,dating/sex | work/money | technology,personal,Childrens show,"A future where ai knows everything and provides everyone with every basic human need. People are ""paid"" for kind acts, and can exchange those kind acts for for rewards. The dark side of this is that when you hurt people you lose points. Each episode is a different way you could hurt someone."
J1938,Tennessee was voted the best place in America to buy a bus Saw a party bus full of bachelorettes followed by a church bus full of babtists praying for them. Whether you wanna have fun or shame the people who do you should buy a bus. Party short bus. Party bus for kids.,1,1,53,John Mulaney,PG-ish,medium,family | religion/spiritual,personal,,Tennessee was voted the best place in America to buy a bus Saw a party bus full of bachelorettes followed by a church bus full of babtists praying for them. Whether you wanna have fun or shame the people who do you should buy a bus. Party short bus. Party bus for kids.
J1939,Cat ho lick Hard to say presbyterian Catholic was easy for kids Break it down it's three easy words Starts with cat that's a kitty! Ends with lic I lick the spoon after mommy makes brownies What's that middle part? Ho? What's a ho? Aunt KiKi is a ho? Oh I get it.,1,1,53,Maria Bamford,PG-ish,medium,family,personal,,Cat ho lick Hard to say presbyterian Catholic was easy for kids Break it down it's three easy words Starts with cat that's a kitty! Ends with lic I lick the spoon after mommy makes brownies What's that middle part? Ho? What's a ho? Aunt KiKi is a ho? Oh I get it.
J1940,"Most of the Comedians I've met are self important sociopaths, autistic alcoholic addicts, or insecure egomaniacs who can't accept criticism and double down when faced with their flaws, and because we can only perceive reality through the lens of our own experience, I'll admit I'm all of the above. But at least I'm funny.",1,1,60,Mitch Hedberg,PG-ish,medium,dating/sex | drugs/sobriety,observational,,"Most of the Comedians I've met are self important sociopaths, autistic alcoholic addicts, or insecure egomaniacs who can't accept criticism and double down when faced with their flaws, and because we can only perceive reality through the lens of our own experience, I'll admit I'm all of the above. But at least I'm funny."
J1941,"Hithougts If you think highly of yourself, other people won't. If you speak highly of yourself, other people won't. If you put yourself above other people, they will bury you Treat yourself the same as you treat others. Then you will feel what they feel. People in groups surrender agency to the collective consciousness.",1,1,53,Mitch Hedberg,PG-ish,medium,misc/observational,personal,,"Hithougts If you think highly of yourself, other people won't. If you speak highly of yourself, other people won't. If you put yourself above other people, they will bury you Treat yourself the same as you treat others. Then you will feel what they feel. People in groups surrender agency to the collective consciousness."
J1942,How am I doing We say how are you doing then don't care about the response. We talk about ourselves unprovoked which makes us uninteresting. What if we greeted each other with How am I doing? And then provide honest feedback. You could be doing better. You're come across as needy. You look like...,1,1,53,Mitch Hedberg,PG-ish,medium,misc/observational,personal,,How am I doing We say how are you doing then don't care about the response. We talk about ourselves unprovoked which makes us uninteresting. What if we greeted each other with How am I doing? And then provide honest feedback. You could be doing better. You're come across as needy. You look like...
J1943,I'm not worried about the wage gap The women I work at with make more money than me I'm doing my part! More worried about the suicide gap. Men kill themselves three times more than women. We need to pass some laws so women have the same opportunites to murder themselves as men do.,1,1,53,Bill Burr,R / club material,medium,true crime/dark | work/money,dark | personal,,I'm not worried about the wage gap The women I work at with make more money than me I'm doing my part! More worried about the suicide gap. Men kill themselves three times more than women. We need to pass some laws so women have the same opportunites to murder themselves as men do.
J1944,Finishing in Finnish females Sneezing seed in Swedes Busting baby beads in Brussels broads Leaving lineage in Lebanon Conceiving kids in Canada Inseminating Indians Not pulling out in Pakistan Cumming inside K-Pop icons Leaving loads in Laotion ladies Making single mom's in Mexico Tying down Thai Temptresses Nutting in Nigerians Jizzing in German jezabells.,1,1,53,Nikki Glaser,R / club material,medium,dating/sex | family | technology,personal,,Finishing in Finnish females Sneezing seed in Swedes Busting baby beads in Brussels broads Leaving lineage in Lebanon Conceiving kids in Canada Inseminating Indians Not pulling out in Pakistan Cumming inside K-Pop icons Leaving loads in Laotion ladies Making single mom's in Mexico Tying down Thai Temptresses Nutting in Nigerians Jizzing in German jezabells.
J1945,Nashville's Funniest Comic THCa Delta 8 Disney Star wars Clitortoise Blue pee Period sex in texas Spooky Witches Jack skellington child support check Edgar Allen Hoe Nightmare before the Christmas her parents divorced This is Halloween who gets custody Every other Halloween Poor girl Attract what we are and im traumatized All intensive purposes.,1,1,53,Patton Oswalt,R / club material,medium,dating/sex | family | work/money,relationship,,Nashville's Funniest Comic THCa Delta 8 Disney Star wars Clitortoise Blue pee Period sex in texas Spooky Witches Jack skellington child support check Edgar Allen Hoe Nightmare before the Christmas her parents divorced This is Halloween who gets custody Every other Halloween Poor girl Attract what we are and im traumatized All intensive purposes.
J1946,"Super liberal cafe I went to a super liberal cafe today. It was busy. They only had one girl making sandwiches, and she sucked at it! It's like they were sayin: ""women don't make sandwiches, we make sandwiches complicated."" Twenty minutes for a turkey sandwich isn't bad service, it's a statement.",1,1,60,Bill Burr,PG-ish,medium,misc/observational,personal,,"Super liberal cafe I went to a super liberal cafe today. It was busy. They only had one girl making sandwiches, and she sucked at it! It's like they were sayin: ""women don't make sandwiches, we make sandwiches complicated."" Twenty minutes for a turkey sandwich isn't bad service, it's a statement."
J1947,"I like strip clubs because a strip club is the only place I can go where I know if I give a girl all my money she will be nice to me. Usually they just take it and call me a Dick. I'm not saying ALL women are materialistic and hate men, just American women.",1,1,60,Bill Burr,R / club material,medium,work/money,personal,,"I like strip clubs because a strip club is the only place I can go where I know if I give a girl all my money she will be nice to me. Usually they just take it and call me a Dick. I'm not saying ALL women are materialistic and hate men, just American women."
J1948,Start calling basic people general consumers That's what they're called in marketing meetings by the ad executives who brainwash them into buying what they're selling whether they need it or not. Im what they call a target demographic cuz they want me and they're trying to get me but they haven't hit my target yet.,1,1,57,Mitch Hedberg,PG-ish,medium,dating/sex | technology,personal,,Start calling basic people general consumers That's what they're called in marketing meetings by the ad executives who brainwash them into buying what they're selling whether they need it or not. Im what they call a target demographic cuz they want me and they're trying to get me but they haven't hit my target yet.
J1949,Organize notes Hashtags for jokes/sets/premises/unrealized/realized/etc... Have one note for each joke Tags in note Setlists will have be the joke hashtags to reference quickly. Take notes about comics and bookers for future reference Make notes about reactions to shows/sets/jokes Write a report after the show and again after listening back/watching my set.,1,1,53,Patton Oswalt,PG-ish,medium,technology,personal,,Organize notes Hashtags for jokes/sets/premises/unrealized/realized/etc... Have one note for each joke Tags in note Setlists will have be the joke hashtags to reference quickly. Take notes about comics and bookers for future reference Make notes about reactions to shows/sets/jokes Write a report after the show and again after listening back/watching my set.
J1950,"Karaoke Kuips Nice seeing pretty girls have a good time. I don't get a lot of that at home, ya know. I've got 3 kids by five different dads. Jericho just had a baby and they have to breast fed him because they can't afford formula. So poor he has to drink from a boob. Yuck.",1,1,60,Steven Wright,PG-ish,medium,family | work/money,personal,,"Karaoke Kuips Nice seeing pretty girls have a good time. I don't get a lot of that at home, ya know. I've got 3 kids by five different dads. Jericho just had a baby and they have to breast fed him because they can't afford formula. So poor he has to drink from a boob. Yuck."
J1951,Value vet How could a vet cut corners Out of business Tom and Tony's discount pediatrics But the name Tony is crossed out cuz the owners had a falling out. Like sweet and sour chicken on a hot dog bun. Tastes fine looks weird as hell. Go to put mayonnaise on it and mustard comes out.,1,1,57,Steven Wright,PG-13,medium,religion/spiritual | technology,absurd | personal,,Value vet How could a vet cut corners Out of business Tom and Tony's discount pediatrics But the name Tony is crossed out cuz the owners had a falling out. Like sweet and sour chicken on a hot dog bun. Tastes fine looks weird as hell. Go to put mayonnaise on it and mustard comes out.
J1952,In Thailand they call trans women lady boys because over there Trans women is the name of a sitcom about a Vietnamese polygamist. To get that joke because you have to know geography to know Vietnam borders Thailand and the etymology of the name Tran which is the second most common name in Vietnam behind Nguyen.,1,1,57,Bill Burr,PG-ish,medium,technology,personal,,In Thailand they call trans women lady boys because over there Trans women is the name of a sitcom about a Vietnamese polygamist. To get that joke because you have to know geography to know Vietnam borders Thailand and the etymology of the name Tran which is the second most common name in Vietnam behind Nguyen.
J1953,"Expectation Expect over six feet over six figures and zero expectations. You think you deserve that. What does he think he deserves? In reality less than 15% of men are over six foot, and less then three percent of them make over 100k. You think you are in the top 3 percent? What should he expect?",1,1,53,Bill Burr,PG-ish,medium,dating/sex,observational,,"Expectation Expect over six feet over six figures and zero expectations. You think you deserve that. What does he think he deserves? In reality less than 15% of men are over six foot, and less then three percent of them make over 100k. You think you are in the top 3 percent? What should he expect?"
J1954,"How am I 40? I look in the mirror and think, How am I forty? What did I do to deserve this? Forty years old and you'd think I was twenty. Don't have a wife or kids Thought by now I'd have a family. Can't believe I'm forty I don't even know where my prostate is.",1,1,53,Steven Wright,PG-ish,medium,dating/sex | family,relationship | personal,,"How am I 40? I look in the mirror and think, How am I forty? What did I do to deserve this? Forty years old and you'd think I was twenty. Don't have a wife or kids Thought by now I'd have a family. Can't believe I'm forty I don't even know where my prostate is."
J1955,"Thing about marriage is I can put up with any bullshit a woman can throw at me figuratively and literally, as long as she can't leave. Marriage is me giving everything I have to fight for the person I love. Then they leave, and I have to find someone else worth doing that all over again.",1,1,53,Norm Macdonald,PG-13,medium,dating/sex | technology,personal,,"Thing about marriage is I can put up with any bullshit a woman can throw at me figuratively and literally, as long as she can't leave. Marriage is me giving everything I have to fight for the person I love. Then they leave, and I have to find someone else worth doing that all over again."
J1956,Unaware beach photo I hope your friends tag you in pictures of you at the beach when you weren't aware someone was taking a picture. Bending over back fat and worst of all NO FILTERS! Every time a comic is talking to you they are criticizing you for not reacting the way they want you to.#Jokes.,1,1,53,Steven Wright,PG-ish,medium,body/medical,personal,,Unaware beach photo I hope your friends tag you in pictures of you at the beach when you weren't aware someone was taking a picture. Bending over back fat and worst of all NO FILTERS! Every time a comic is talking to you they are criticizing you for not reacting the way they want you to.#Jokes.
J1957,"Having a baby backwards would be way better. I don't mean giving birth backwards, That's disgusting. But if it was some sort of unborn baby Benjamin button situation, You eat what you want while losing weight for nine months then get a fat creampie at the end. Also, you don't have to raise a child. Way better.",1,1,60,Anthony Jeselnik,PG-ish,medium,body/medical | technology,personal,,"Having a baby backwards would be way better. I don't mean giving birth backwards, That's disgusting. But if it was some sort of unborn baby Benjamin button situation, You eat what you want while losing weight for nine months then get a fat creampie at the end. Also, you don't have to raise a child. Way better."
J1958,"I don't judge anyone for doing drugs. Yes I do, you're horrible people and must not love your mothers you junkie pieces of shit. Nah I'm just kidding. Addiction is a disease and it spreads like COVID. By that I mean governments use it to control the population, suppress dissent, and distract us from the Epstein files.",1,1,60,John Mulaney,R / club material,medium,dating/sex | family | drugs/sobriety | body/medical,personal,,"I don't judge anyone for doing drugs. Yes I do, you're horrible people and must not love your mothers you junkie pieces of shit. Nah I'm just kidding. Addiction is a disease and it spreads like COVID. By that I mean governments use it to control the population, suppress dissent, and distract us from the Epstein files."
J1959,"Transitioning children is 8 times more profitable than an adults Gender affirming care is a scam. You're not affirming anything, you're convincing kids to buy drugs. The only people who think giving kids hormone blockers prevent suicide are virtue obsessed hemorrhaging heart keyboard warriors and the white cis men who run the pharmaceutical companies that sell them.",1,1,60,Steven Wright,R / club material,medium,family | drugs/sobriety | true crime/dark,dark,,"Transitioning children is 8 times more profitable than an adults Gender affirming care is a scam. You're not affirming anything, you're convincing kids to buy drugs. The only people who think giving kids hormone blockers prevent suicide are virtue obsessed hemorrhaging heart keyboard warriors and the white cis men who run the pharmaceutical companies that sell them."
J1960,Weed is illegal in TN because They don't want to take money away from your local drug dealer. Why fix what isn't broken. Don't want marketing and advertising getting in on the game. Pretty soon you're paying $100 a gram on some Gucci weed because they pay influencers and brand ambassadors to shame you for being broke!,1,1,57,Mitch Hedberg,R / club material,medium,drugs/sobriety | pop culture | work/money,personal,,Weed is illegal in TN because They don't want to take money away from your local drug dealer. Why fix what isn't broken. Don't want marketing and advertising getting in on the game. Pretty soon you're paying $100 a gram on some Gucci weed because they pay influencers and brand ambassadors to shame you for being broke!
J1961,You should be careful what you say. The power of your message belongs to the listener. I think long and hard about every single thing I say... several hours after I actually say it. Lying wide awake in bed wondering why any sane person would say such stupid stupid things to another living person. Passive aggressive schizophrenic.,1,1,53,Norm Macdonald,PG-13,medium,dating/sex,personal,,You should be careful what you say. The power of your message belongs to the listener. I think long and hard about every single thing I say... several hours after I actually say it. Lying wide awake in bed wondering why any sane person would say such stupid stupid things to another living person. Passive aggressive schizophrenic.
J1962,Fuck charter Thank you for choosing spectrum I didn't! Charter Spectrum 11 charter communications Cuz they fucked up the first 10 What's your social? This is how they got it the first time What's your social? What's your social? Do you want my full social? No sir you should never give your full social over the phone...!!!,1,1,53,Steven Wright,R / club material,medium,technology,personal,,Fuck charter Thank you for choosing spectrum I didn't! Charter Spectrum 11 charter communications Cuz they fucked up the first 10 What's your social? This is how they got it the first time What's your social? What's your social? Do you want my full social? No sir you should never give your full social over the phone...!!!
J1963,When does it have a heartbeat? Asking the wrong questions. When is it illegal to put naked pictures of it on the internet. Should we get put on a list for looking at ultrasound pics? If someone has a hard drive full of ultrasound images should they be federally investigated? Were they invited to the freak off?,1,1,53,Mitch Hedberg,PG-ish,medium,body/medical | technology,observational,,When does it have a heartbeat? Asking the wrong questions. When is it illegal to put naked pictures of it on the internet. Should we get put on a list for looking at ultrasound pics? If someone has a hard drive full of ultrasound images should they be federally investigated? Were they invited to the freak off?
J1964,Hubba hubba 3/13/23 Tiger king Tattoo shop Value vet discount pediatrician Great Value Oncology What is a woman PT cruisers for peace Five feet of shame Connection of Amputee foot porn Grown up emo kid All Rhymes Matter Slave one Creepy Aladin Uncle Tambien.,1,1,65,John Mulaney,R / club material,medium,dating/sex | family,observational,,Hubba hubba 3/13/23 Tiger king Tattoo shop Value vet discount pediatrician Great Value Oncology What is a woman PT cruisers for peace Five feet of shame Connection of Amputee foot porn Grown up emo kid All Rhymes Matter Slave one Creepy Aladin Uncle Tambien.
J1965,"Working set Cinco de mayo eat phillipino food? Lady proctologist Blue pee World Hungary Moist boy Supergirl moist girl Cuz she has hyperhidrosis, too! Same genes Don't judge me God only gets mad if you make a baby. Blow through a straw Pokemon please don't go Screamachu Stolen hoodie Strip club grocery store Pinky.",1,1,60,Mitch Hedberg,PG-ish,medium,religion/spiritual | pop culture | work/money,absurd | personal,,"Working set Cinco de mayo eat phillipino food? Lady proctologist Blue pee World Hungary Moist boy Supergirl moist girl Cuz she has hyperhidrosis, too! Same genes Don't judge me God only gets mad if you make a baby. Blow through a straw Pokemon please don't go Screamachu Stolen hoodie Strip club grocery store Pinky."
